image_id,score,category
41314913@N0814203231122.jpg,3.13,river
eos-mike37977216555.jpg,3.79,river
kellypettit45511220081.jpg,3.94,river
30576530@N0435800336022.jpg,4.29,river
151480534@N0631955691508.jpg,4.21,river
aketh36415357084.jpg,3.58,river
tonio06fr32048273803.jpg,3.48,river
dan_fleury33653780564.jpg,4.39,river
charaxes1431577851212.jpg,3.77,river
imckr228562698533.jpg,4.14,river
ernpics39980983845.jpg,3.25,river
30576530@N0436378769344.jpg,3.23,river
136052944@N0730014308991.jpg,3.31,river
57425935@N0227333134425.jpg,3.98,river
caminandoporelabismo27779402587.jpg,2.64,river
byuki31851067334.jpg,4.75,river
jayztrainz25611674747.jpg,4.11,river
120165888@N0835051828382.jpg,3.88,river
130407090@N0329851687117.jpg,3.83,river
anglesandedges41421906871.jpg,3.79,river
snigam41492165435.jpg,3.32,river
35628955@N0234535134910.jpg,3.52,river
146301171@N0431510775355.jpg,3.82,river
134845044@N0636672823023.jpg,4.56,river
starlighthope33930216584.jpg,3.54,river
jymandu23247452076.jpg,3.86,river
147811034@N0524268783028.jpg,4.23,river
ronald_g_garcia30739970078.jpg,3.4,river
jlcummins_photography37985423826.jpg,3.46,river
my_planet_by_jim25965616378.jpg,3.25,river
steveolmstead37649506184.jpg,3.89,river
3blackdogs43946607601.jpg,4.12,river
peicraigford36896664354.jpg,3.44,river
ggpics40245768122.jpg,2.69,river
lucymagoo32350493661.jpg,4.04,river
tumpshy18657452383.jpg,3.35,river
dafongman33255188788.jpg,3.57,river
122646118@N0333549133700.jpg,3.87,river
gillybooze46816491122.jpg,3.36,river
nicklucas43082325701.jpg,3.85,river
127095440@N0841358047644.jpg,4.1,river
155209625@N0431093194438.jpg,4.58,river
bootlebuck34672636246.jpg,4.28,river
jonncrisp29105640208.jpg,3.69,river
dsvdeadbeat28759830146.jpg,4.34,river
108021376@N0732880634497.jpg,3.58,river
cathassos33455152516.jpg,4.15,river
jimmonk42466543970.jpg,3.5,river
148308224@N0534173083866.jpg,3.27,river
30576530@N0436035423950.jpg,4.17,river
tallaltiger105046252843155.jpg,4.05,river
niggley28385061753.jpg,3.44,river
44073051@N0533340411146.jpg,3.33,river
missy_jussy30370736208.jpg,3.92,river
149163443@N0434023030480.jpg,4.38,river
160036346@N0633965999158.jpg,3.25,river
rebelphotoman28221248279.jpg,3.91,river
mattschulze46398406405.jpg,3.17,river
16714425@N0435050649671.jpg,4.03,river
44073051@N0533394084755.jpg,3.99,river
iamdannylam23902659531.jpg,4.47,river
puzzler487934711139416.jpg,3.42,river
spire8323456112003.jpg,4.77,river
158367207@N0842253515201.jpg,3.17,river
sawatch-joe44184556435.jpg,3.49,river
--joe31429708838.jpg,3.6,river
robert_smrekar42532631791.jpg,4.17,river
inkslinger1542059693704.jpg,4.06,river
158160489@N0829051094918.jpg,4.17,river
georgekats26585632807.jpg,3.83,river
katsrcool27945499224.jpg,3.75,river
wyojones23359153454.jpg,3.73,river
wakyakyamn31821910105.jpg,3.24,river
12bluros10374675665.jpg,3.73,river
phredkh42739544525.jpg,4.12,river
140989475@N0335939698526.jpg,3.9,river
156047802@N0539327083740.jpg,3.94,river
darea6228088270127.jpg,3.69,river
grantgrieve42820647220.jpg,4.19,river
cfullwiler28253039067.jpg,3.81,river
paulsimpsonphotography43387289610.jpg,4.4,river
151036964@N0245435627305.jpg,4.45,river
70148269@N0029400400541.jpg,4.29,river
131283304@N0436743865023.jpg,4.31,river
aniko-battyanyi36377008523.jpg,3.71,river
7652577@N0536886538583.jpg,3.83,river
128245315@N0741243521975.jpg,5.11,river
johnandco36030419795.jpg,3.99,river
jimmonk44225955252.jpg,3.62,river
112846448@N0333855258963.jpg,4.46,river
69578249@N0222444509666.jpg,4.17,river
152417729@N0337366458391.jpg,3.66,river
16714425@N0436920666655.jpg,4.31,river
17469730@N0034127719674.jpg,4.41,river
riot_photographie35057564446.jpg,3.81,river
rckr8836771276104.jpg,3.47,river
chasingwaterfalls38223233612.jpg,4.55,river
beeston_bostonian38123054101.jpg,4.34,river
robintaylor-photography37543520912.jpg,4.58,river
43137341@N0331571759437.jpg,4.71,river
flowerweaver25455671116.jpg,3.96,river
29937596@N0842267845485.jpg,4.29,river
peterpe46315266975.jpg,4.36,river
clickandpray46128397104.jpg,4.25,river
joka200025466380377.jpg,3.63,river
69403533@N0738837303101.jpg,4.56,river
jean_kaniewicz37083057202.jpg,5.13,river
114132295@N0533513793948.jpg,4.28,river
tallaltiger105047300322492.jpg,4.2,river
136740607@N0337618481854.jpg,3.54,river
vavidar36896377571.jpg,4.3,river
28432918@N0440089799545.jpg,4.21,river
timothysallenphotos30781330424.jpg,4.31,river
vincentveneruso38765983034.jpg,4.67,river
rubempjr43831415165.jpg,3.67,river
44073051@N0539955462490.jpg,4.15,river
rayofpeace37478134690.jpg,4.14,river
sgunn43481016495.jpg,4.82,river
66869919@N0425420743387.jpg,3.94,river
136113688@N0241636492585.jpg,4.27,river
bmdphotography-scotland40346746894.jpg,4.54,river
144928995@N0632948598406.jpg,3.84,river
flametree19954263364.jpg,3.87,river
150624560@N0336789180086.jpg,3.61,river
144616427@N0627053416197.jpg,4.25,river
136274308@N0340439715673.jpg,4.56,river
yirka5128743852237.jpg,4.27,river
rosiejuliet35182123311.jpg,4.33,river
tonypulokas36927724553.jpg,3.12,river
66708125@N0339849644621.jpg,4.8,river
harquail45561413354.jpg,4.54,river
ippytombi22790821031.jpg,4.12,river
technodean200028957386198.jpg,4.62,river
143208851@N0232992489360.jpg,4.06,river
55422022@N0334487071972.jpg,3.9,river
nryabov37021645950.jpg,4.15,river
138211506@N0327278612964.jpg,3.92,river
jimhamilton44136989852.jpg,4.07,river
sorenwolf39450063290.jpg,4.63,river
sullivan198529170154995.jpg,3.83,river
dtvaviationimages32523805627.jpg,4.36,river
131776695@N0325123544300.jpg,4.28,river
worthingwanderer39466033721.jpg,4.31,river
crr20044736465044.jpg,3.75,river
babilonas44395252755.jpg,3.76,river
48379763@N0338452720622.jpg,5.02,river
burgman9944031228444.jpg,4.46,river
dbarkman_photography33877059158.jpg,3.93,river
tomfenskephotography40274949891.jpg,4.71,river
brian10444808465371.jpg,4.19,river
100980922@N0233817724106.jpg,3.39,river
42138679@N0425756133986.jpg,3.92,river
peter_leigh41440530210.jpg,4.67,river
joannarb200921664908791.jpg,4.03,river
54281175@N0726048103018.jpg,3.33,river
108021376@N0747859426551.jpg,4.38,river
pdmjr9927090019137.jpg,3.92,river
rjcrocker33519495486.jpg,4.22,river
charaxes1431651117331.jpg,4.44,river
pat_n_kat31101247912.jpg,4.69,river
129252757@N0532958158270.jpg,4.45,river
wessexman37241003630.jpg,4.15,river
rwbthatisme33942392482.jpg,4.8,river
135144340@N0226081723900.jpg,3.42,river
29937596@N0841239311750.jpg,3.88,river
30328544@N0319912277104.jpg,4.48,river
tsu5550025573407.jpg,3.5,river
rubempjr11774246963.jpg,3.67,river
joannarb200928583387520.jpg,4.06,river
nicolasauvinet44567282731.jpg,5.04,river
ceallach26523400858.jpg,4.84,river
127329277@N0344531803522.jpg,4.2,river
92347346@N0531995516068.jpg,4.44,river
131832705@N0637744968132.jpg,3.84,river
evanffitzer36604073216.jpg,4.94,river
84265607@N0026993114757.jpg,4.47,river
30652603@N0740306342771.jpg,4.49,river
123625843@N0529669031847.jpg,4.67,river
westroyd0840998701440.jpg,4.36,river
amygdavis37335872680.jpg,3.98,river
arnitr2929525099.jpg,4.55,river
agabarka15170308873.jpg,4.23,river
--joe44009612534.jpg,3.73,river
16714425@N0429861630700.jpg,3.98,river
sethuphoto44221041552.jpg,4.52,river
danayeager31960240373.jpg,4.06,river
47853350@N0015561791918.jpg,4.06,river
ulliottj46796328625.jpg,3.53,river
143771645@N0246819705375.jpg,3.96,river
merrillie45108275672.jpg,4.73,river
eos-mike33674247336.jpg,4.94,river
tonyinaus33937043663.jpg,4.57,river
54281175@N0723562171098.jpg,3.98,river
insher44173537044.jpg,3.58,river
127219004@N0336633836975.jpg,4.17,river
153279423@N0439590370271.jpg,3.7,river
summitview45458537682.jpg,4.6,river
craftyb30667046003.jpg,4.37,river
augphoto43026720601.jpg,3.67,river
fiddlehiker33796231140.jpg,4.02,river
129581753@N0629563340177.jpg,4.94,river
ringtoneprince38105415552.jpg,4.46,river
48961791@N0543878862550.jpg,4.38,river
nikondigifan44843288305.jpg,4.4,river
worthingwanderer38566552895.jpg,3.88,river
murozo28054247988.jpg,4.62,river
koaxial43405968840.jpg,4.52,river
141794979@N0738301656085.jpg,4.4,river
babilonas43338622751.jpg,3.31,river
ozkantayfun42427468424.jpg,3.65,river
164969841@N0747799111911.jpg,4.0,river
iainmerchant37384082525.jpg,4.17,river
merrillie43349655845.jpg,4.55,river
free3yourmind38858754620.jpg,4.77,river
158160489@N0841194700010.jpg,4.74,river
shertila31948171953.jpg,4.21,river
mariano-mantel27016423910.jpg,4.31,river
160630964@N0846437547681.jpg,4.84,river
davebloggs00727899853808.jpg,3.84,river
anvilcoud28513621995.jpg,4.21,river
photopatthomas25344681573.jpg,4.56,river
108176986@N0833955138303.jpg,4.38,river
robh475435523178084.jpg,4.72,river
mattwilliamsphotogallery36901099275.jpg,4.69,river
squirrelspants40317660334.jpg,3.45,river
--joe44750041071.jpg,3.82,river
maxbenidze35218497751.jpg,3.68,river
152417729@N0342428192234.jpg,4.38,river
141666681@N0247071100674.jpg,4.17,river
dirk-buttgereit-photography38862738900.jpg,4.57,river
33569737@N0726426036828.jpg,4.95,river
139153234@N0624229105985.jpg,4.78,river
haraldfelgner35001718060.jpg,4.87,river
kjkmep40432899290.jpg,5.12,river
99178087@N0325899940066.jpg,4.73,river
50872857@N0239545642901.jpg,4.83,river
19779889@N0031401846458.jpg,4.54,river
ghosstrider31341824098.jpg,4.77,river
g88ber18186436534.jpg,5.87,river
hopemanfoto40864033121.jpg,4.89,river
peter_leigh39832176313.jpg,4.62,river
92410716@N0836542549114.jpg,4.1,river
16714425@N0433876375054.jpg,4.0,river
pmvarsa41813311781.jpg,3.96,river
jlcummins_photography44711509074.jpg,4.61,river
153128455@N0841466294992.jpg,4.27,river
98847644@N0231588875168.jpg,4.85,river
37900733@N0734193407832.jpg,4.35,river
114394213@N0227310290290.jpg,4.71,river
sergioalfaro23688417748.jpg,4.29,river
132968484@N0733615366326.jpg,5.1,river
keleka65626676456096.jpg,4.56,river
35634552@N0338280319291.jpg,4.65,river
144616427@N0634878302931.jpg,5.19,river
91250472@N0640376802420.jpg,5.33,river
simplerevolution5245384647.jpg,5.04,river
140989475@N0333095687516.jpg,4.36,river
richbriggs2822097224124.jpg,5.37,river
mattwilliamsphotogallery38559712060.jpg,5.37,river
bdbugbee47663299942.jpg,5.13,river
kportin33890160333.jpg,5.16,river
132754026@N0535214635623.jpg,4.77,river
collins_family43353088630.jpg,4.93,river
142421764@N0738795475112.jpg,4.27,river
fotobuena38064805612.jpg,5.09,river
148131868@N0840147172632.jpg,4.35,river
leannecleaveley30630809927.jpg,4.75,river
jacknobre31767683928.jpg,4.8,river
eos-mike45050708832.jpg,5.79,river
jimmonk43557017384.jpg,4.17,river
69597395@N0235131797355.jpg,5.06,river
151089709@N0839106078155.jpg,5.1,river
143059199@N0334636589346.jpg,4.83,river
drcphotography40965562420.jpg,5.62,river
pickled_newt40104583045.jpg,4.55,river
100806806@N0621728195371.jpg,4.8,river
baquez30242497682.jpg,5.53,river
adriapaez40668345562.jpg,4.83,river
vince-bike24588039816.jpg,5.03,river
squirrelspants26284074468.jpg,5.01,river
144928995@N0633446008871.jpg,4.56,river
andymcwatters24955739426.jpg,5.1,river
67717458@N0239868084861.jpg,4.75,river
50439840@N0251073539023.jpg,4.53,river
69597395@N0236829127626.jpg,4.6,river
tonyguest32535186237.jpg,5.35,river
154129158@N0634400076396.jpg,4.69,river
squirrelspants33841088711.jpg,4.69,river
estevinho16335473902.jpg,4.46,river
12a_kingmoor_klickr37434156931.jpg,4.73,river
wulf00734089177152.jpg,4.28,river
agirard5844369187175.jpg,4.48,river
93281813@N0721812157713.jpg,4.96,river
144616427@N0632541426826.jpg,4.77,river
142835563@N0546814048685.jpg,4.89,river
horwath43269204461.jpg,4.25,river
16714425@N0439862892952.jpg,4.78,river
148027030@N0544275338445.jpg,4.73,river
110072914@N0538010761245.jpg,5.26,river
silvia_photog28633991512.jpg,5.02,river
tomblandford23098727120.jpg,5.68,river
pjswanphotography38689835325.jpg,5.17,river
47137907@N0625192758257.jpg,5.07,river
86755183@N0426412112472.jpg,4.77,river
barbaravalerie39173034070.jpg,3.96,river
garygrossman38381610246.jpg,4.76,river
guthrie79uk41047081684.jpg,4.2,river
stevenkemp23713950018.jpg,4.78,river
bazrichardson42656441110.jpg,4.71,river
nicolaes14815300939.jpg,4.63,river
30702373@N0427000867141.jpg,4.49,river
73683441@N0738347685021.jpg,4.33,river
123625843@N0532014421028.jpg,4.83,river
122135541@N0226074318210.jpg,5.2,river
30328544@N0316677814770.jpg,5.07,river
burnett03057172383693.jpg,4.78,river
pp12525553299677.jpg,3.88,river
68572309@N0421588425482.jpg,4.72,river
ph5623984863018.jpg,4.6,river
arekev33711695468.jpg,4.78,river
81752602@N0034537268786.jpg,5.23,river
149884366@N0534866119636.jpg,4.19,river
16714425@N0442384146372.jpg,4.69,river
96705257@N0833504970841.jpg,4.87,river
niggley42086986601.jpg,5.76,river
dw_photos_and_designs27836175813.jpg,4.48,river
tcowdrill32261821914.jpg,4.85,river
pfmimages27997771397.jpg,4.46,river
nikondigifan31731139268.jpg,4.94,river
jomcd27595125909.jpg,5.56,river
ploppjr40098884863.jpg,5.17,river
paba5544311902734.jpg,4.49,river
snigam43789124120.jpg,5.0,river
jimsharkey14401391950.jpg,4.69,river
joethetoff44688381562.jpg,4.26,river
153175008@N0343835377530.jpg,4.89,river
124792935@N0831920968138.jpg,5.03,river
91887621@N0437133136646.jpg,4.58,river
daveys_shots43437239330.jpg,5.23,river
1961dkb34830182451.jpg,5.1,river
tsu5532930620368.jpg,4.63,river
samuele8140911681895.jpg,4.55,river
matthias-hillen43978720482.jpg,4.42,river
116163202@N0228129466132.jpg,5.42,river
10673838@N0244151996171.jpg,4.08,river
foggybummer44783613985.jpg,4.72,river
149492496@N0334662421313.jpg,4.56,river
niggley33948904858.jpg,5.43,river
johnwines36039528433.jpg,4.9,river
laurie-129361357264.jpg,3.81,river
8744268@N0837135798852.jpg,4.56,river
erniemisner40810831201.jpg,5.17,river
leo_w33305221810.jpg,4.71,river
blue5011b44907661784.jpg,5.62,river
halvie28118747021.jpg,5.12,river
fishmonger4540972218211.jpg,4.33,river
142421764@N0724761942138.jpg,4.86,river
kjelli7925332644854.jpg,5.31,river
cyberjani32804475598.jpg,4.53,river
mjrb42730818282.jpg,5.28,river
theniaemmanouil8294451371.jpg,4.45,river
55198400@N0519506765513.jpg,4.57,river
tim-lee32892194706.jpg,5.17,river
dygphotography45483230742.jpg,5.43,river
53157000@N0743228725144.jpg,5.19,river
arekev40695616273.jpg,4.63,river
olaf_wagner31709561693.jpg,5.88,river
67183616@N0731120604498.jpg,5.08,river
paba5545570745782.jpg,5.18,river
jimmonk42466545030.jpg,5.21,river
125090790@N0436177959532.jpg,5.19,river
ajosephimages36839997234.jpg,5.58,river
147910513@N0630607478097.jpg,4.84,river
kjkmep16567816931.jpg,5.12,river
145261991@N0847501371282.jpg,5.54,river
107700869@N0336536715795.jpg,5.12,river
jelena135092918520.jpg,4.65,river
160036346@N0632718017837.jpg,5.37,river
eos-mike47244695741.jpg,5.37,river
55198400@N0534139570841.jpg,5.09,river
ernpics21746708149.jpg,5.56,river
18171644@N0341785210502.jpg,4.61,river
kendo2639497549355.jpg,5.06,river
garygrossman43365932140.jpg,4.88,river
mario_alpha30932358383.jpg,5.29,river
davidleakenney29471687358.jpg,5.01,river
77741274@N0734626867712.jpg,5.1,river
101935346@N0335650873534.jpg,5.38,river
lw-photography16986293681.jpg,5.36,river
44038291@N0427495671449.jpg,5.1,river
tractorboy198136775116902.jpg,5.42,river
98498153@N0235943430045.jpg,5.07,river
128474566@N0324722934985.jpg,4.75,river
jelena136717054984.jpg,5.04,river
53157000@N0733916963144.jpg,5.42,river
paba5545737784271.jpg,5.13,river
hessphoto29083235205.jpg,5.7,river
bazrichardson26681465530.jpg,5.21,river
pdmjr9936997492670.jpg,5.14,river
squirrelspants33601536722.jpg,4.79,river
jelena137920195781.jpg,4.96,river
130721344@N0432906621784.jpg,5.35,river
140896887@N0246271264454.jpg,5.82,river
sankab36126025733.jpg,5.4,river
79037912@N079635733501.jpg,5.96,river
83846798@N0333526662753.jpg,4.85,river
alonsss25685192945.jpg,5.22,river
jelena136440983003.jpg,4.74,river
lupogrande44323736502.jpg,5.17,river
ernpics44669854935.jpg,5.73,river
leoleamunoz29864121265.jpg,4.85,river
jammopics39593492020.jpg,5.77,river
69477006@N0642313381064.jpg,5.38,river
jeanineleech37818677605.jpg,5.73,river
149151128@N0838326357222.jpg,4.56,river
kjkmep40332114340.jpg,5.5,river
90783279@N0026118359588.jpg,4.29,river
55198400@N0526524915077.jpg,4.95,river
22108884@N0434202742570.jpg,5.47,river
wdsymington45860096301.jpg,5.44,river
rh_photographic_art33304105358.jpg,5.0,river
irinachobotova27509168755.jpg,5.71,river
icetsarina25107613117.jpg,4.63,river
jelena136570152833.jpg,4.94,river
pmvarsa37994274954.jpg,4.72,river
120165888@N0836557655154.jpg,6.47,river
79003050@N0546598845312.jpg,4.87,river
143504346@N0640789076002.jpg,5.16,river
145959388@N0835015929991.jpg,5.06,river
trueth30572151535.jpg,5.94,river
93655918@N0644350648352.jpg,5.84,river
buffdawgus29728261293.jpg,4.92,river
129360348@N0632121704623.jpg,5.83,river
irinapaley34617237562.jpg,4.71,river
skagitrenee47700517172.jpg,4.82,river
152233521@N0742862913335.jpg,5.0,river
kjkmep15722004747.jpg,5.2,river
69753525@N0332118348218.jpg,5.26,river
amndcook30713653177.jpg,5.6,river
fantommst39837720125.jpg,4.77,river
cornelis198030968730818.jpg,5.5,river
93476924@N0339987802661.jpg,4.81,river
baldmike201231893754298.jpg,5.85,river
93020307@N0743668694541.jpg,4.99,river
agustinruiz40248070270.jpg,5.29,river
jenp316340645084532.jpg,5.94,river
1961dkb19972848166.jpg,5.2,river
grantgrieve43787069294.jpg,5.98,river
robertfelton36427877920.jpg,5.91,river
peter_tappern32703611816.jpg,5.79,river
fineso46206697035.jpg,5.69,river
147833179@N0836071790365.jpg,4.89,river
yalilaguiselle28409756157.jpg,5.23,river
driedfruitmedia30798701968.jpg,5.07,river
122483654@N0735992203544.jpg,4.42,river
132476314@N0437570146884.jpg,4.74,river
143663369@N0843952435720.jpg,5.5,river
85314460@N0237915970352.jpg,4.71,river
l4ts44964460904.jpg,5.36,river
dtvaviationimages32523805357.jpg,4.94,river
sutherland-photography36707936972.jpg,6.04,river
140050098@N0434907220970.jpg,5.23,river
wdterp19844688194.jpg,5.04,river
153435169@N0843431231904.jpg,4.96,river
107700869@N0342803323440.jpg,5.51,river
ngj36431449783.jpg,5.87,river
roberto_rubiliani45011959754.jpg,5.44,river
55198400@N0535088112904.jpg,5.42,river
ornaim32179081193.jpg,5.41,river
116615448@N0325691433277.jpg,6.25,river
capturesintime33992705668.jpg,5.47,river
highlandscape44273364624.jpg,5.72,river
fantommst25031115648.jpg,4.7,river
126703467@N0632918984224.jpg,5.75,river
edcnyc24489324903.jpg,5.17,river
154129158@N0639613585712.jpg,5.06,river
133865686@N0841271084835.jpg,5.21,river
cyberjani30845205197.jpg,4.79,river
propeakphotography42682729391.jpg,5.06,river
wulf00736846567565.jpg,4.63,river
mibby2343435047950.jpg,4.75,river
144928995@N0632626434123.jpg,5.08,river
thilos8540197288484.jpg,5.65,river
30328544@N0319309140868.jpg,5.6,river
147833179@N0834566710520.jpg,4.98,river
144928995@N0633751885503.jpg,6.3,river
theorphoto37805754802.jpg,5.8,river
mheine15432442102.jpg,6.41,river
andreliebling39302371555.jpg,6.02,river
100410892@N0331879782461.jpg,4.89,river
46484616@N046003422003.jpg,5.6,river
110154554@N0436122964163.jpg,5.95,river
kjkmep41634830460.jpg,5.87,river
robdando29044211478.jpg,5.93,river
jelena135055580214.jpg,5.31,river
gigiwallace43618043875.jpg,5.83,river
129743805@N0537449049401.jpg,5.24,river
kyaecker44674716615.jpg,6.21,river
78764448@N0830110151827.jpg,6.06,river
44073051@N0530885912887.jpg,6.06,river
30514511@N0525601671278.jpg,6.62,river
paba5543297072575.jpg,6.0,river
87836647@N0530691446617.jpg,6.06,river
goat141237027269824.jpg,5.85,river
david_e_smith41204577274.jpg,5.35,river
145373732@N0632977333805.jpg,5.54,river
juliek196721157365264.jpg,5.58,river
vrocha50026777436221.jpg,5.07,river
ap001328196320888.jpg,5.63,river
144062484@N0637748383461.jpg,5.96,river
desafos34243345663.jpg,5.8,river
110154554@N0442895979780.jpg,6.53,river
75487768@N0432206758134.jpg,6.03,river
109794565@N0536893777613.jpg,5.27,river
54224433@N0737862495642.jpg,6.32,river
leeharrisimages26900334798.jpg,5.69,river
100733872@N0224395953658.jpg,5.49,river
desomnis14017541850.jpg,5.89,river
leo_w32207680343.jpg,5.74,river
jelena136660296344.jpg,5.38,river
pavdw44730160572.jpg,6.05,river
intui-pro32643420271.jpg,5.65,river
73316229@N0333107274021.jpg,6.33,river
141341798@N0632372072490.jpg,5.54,river
107700869@N0335697684643.jpg,5.64,river
54904770@N0429598382418.jpg,6.27,river
143731090@N0737908717256.jpg,5.92,river
kjkmep26937316963.jpg,6.38,river
137805101@N0638597317314.jpg,5.62,river
rocko225603628778.jpg,6.17,river
148581798@N0333465987136.jpg,5.71,river
sizun_eye16512028844.jpg,5.36,river
85314460@N0241128619220.jpg,5.88,river
23593732@N0745488719102.jpg,5.37,river
lelongcarabine34225083261.jpg,5.56,river
andystones6437964410112.jpg,4.99,river
54281175@N0737734697055.jpg,4.92,river
161978893@N0241960446920.jpg,4.82,river
ola_er38667769982.jpg,6.12,river
144062484@N0633004874615.jpg,5.33,river
bob_wright25799230357.jpg,5.92,river
icetsarina27968861698.jpg,5.17,river
joka200018568782012.jpg,5.98,river
30328544@N0343931933370.jpg,6.42,river
25986852@N0346545542021.jpg,4.58,river
83846798@N0333189971284.jpg,5.84,river
105507205@N0740474894930.jpg,5.92,river
steveolmstead38845796692.jpg,5.97,river
85314460@N0232701649406.jpg,5.55,river
73806732@N0437957366325.jpg,4.83,river
97183403@N0829348500141.jpg,5.92,river
tcowdrill37995502256.jpg,6.04,river
flickr22042542052.jpg,5.52,river
98794888@N0235065439663.jpg,6.41,river
124792935@N0843365855831.jpg,5.68,river
144928995@N0634516853885.jpg,6.09,river
112723484@N0240575321352.jpg,5.75,river
143663369@N0830695062677.jpg,5.67,river
23967510@N0537004650330.jpg,6.0,river
47093873@N0826898101460.jpg,5.72,river
capers6643422335440.jpg,6.06,river
joeyd1233800754103.jpg,6.77,river
iainmerchant32119152083.jpg,6.39,river
leeharrisimages46296636175.jpg,6.12,river
95116545@N0331785198857.jpg,4.92,river
piratescotty35899424356.jpg,5.99,river
cococarrigan35618716570.jpg,6.59,river
79920637@N0334709295690.jpg,5.63,river
48141388@N0735276070642.jpg,5.11,river
130423547@N0846994268444.jpg,6.03,river
138275045@N0734015515054.jpg,5.42,river
a_magic_life36755021640.jpg,5.88,river
cooden_phil31560548525.jpg,5.75,river
159544363@N0442250192402.jpg,5.15,river
kjkmep30715917697.jpg,5.65,river
100202255@N0827743040347.jpg,6.16,river
120165888@N0837567242602.jpg,6.62,river
fractalpics43741780794.jpg,5.84,river
tomfenskephotography27774475851.jpg,5.56,river
digitalgeoff34530709991.jpg,5.65,river
andymckie45436993801.jpg,5.67,river
jelena135823044731.jpg,5.72,river
126903222@N0537632900305.jpg,5.72,river
worldsastagephotography43726867740.jpg,5.76,river
silvia_photog33767441554.jpg,4.99,river
leo_w33560193481.jpg,6.05,river
stellawind33962273514.jpg,5.6,river
kjkmep35218774205.jpg,6.54,river
behappyaveiro9123376661.jpg,6.43,river
chuspgs42055590532.jpg,6.5,river
einirwynleigh32701782086.jpg,6.54,river
kurzik25241946047.jpg,6.61,river
8526806@N0531401960218.jpg,6.06,river
45560597@N0541686638141.jpg,5.98,river
kikomeinkater33671534503.jpg,5.9,river
nickfrost41045797012.jpg,5.96,river
haukelass44029885391.jpg,6.15,river
fantommst40792787681.jpg,6.29,river
grant198045863184264.jpg,6.71,river
93103687@N0733584327852.jpg,6.81,river
90783279@N0028388527009.jpg,6.36,river
90783279@N0016529293772.jpg,6.48,river
134389608@N0526373165799.jpg,6.02,river
145396499@N0829847101871.jpg,5.63,river
plusbeautumeurs32713686453.jpg,6.0,river
89503623@N0817373542342.jpg,5.96,river
kikomeinkater35140192295.jpg,6.57,river
kendo2639943305400.jpg,6.62,river
inair16050126858.jpg,5.67,river
algarve0434720812862.jpg,6.34,river
croydonclicker33268684618.jpg,6.12,river
kikomeinkater34145668640.jpg,6.28,river
pegase197228642580222.jpg,6.14,river
132057774@N0816242345933.jpg,5.97,river
91722814@N0216937819265.jpg,6.45,river
40656066@N0750141150057.jpg,6.0,river
jelena135227476051.jpg,6.06,river
149240116@N0634501854554.jpg,6.71,river
trevpics24143874515.jpg,6.48,river
114394213@N0234485657654.jpg,6.43,river
johnwines36062800753.jpg,6.06,river
mickw7835877229413.jpg,6.81,river
cfaobam28675563667.jpg,7.11,river
97171476@N0033287382075.jpg,6.5,river
114394213@N0237658131931.jpg,5.94,river
kjkmep21185823373.jpg,5.92,river
partisan_van28063663144.jpg,6.57,river
gwts28032536227.jpg,5.75,river
55198400@N0515252264333.jpg,6.27,river
agustinruiz34903975252.jpg,6.73,river
79003050@N0533816808100.jpg,6.64,river
gwts37984305392.jpg,6.02,river
soosaluarvo32878678074.jpg,6.35,river
anthony_nixon44181592174.jpg,5.7,river
thegovernor23990821727.jpg,7.0,river
marceltuit35876001196.jpg,6.12,river
124695999@N0545356807802.jpg,6.47,river
48746351@N0336882381044.jpg,6.58,river
yasmine-hens25660436798.jpg,5.94,river
144863585@N0727650539518.jpg,5.42,river
kjkmep27325620577.jpg,6.02,river
kjkmep35105747432.jpg,6.71,river
148581798@N0342018818380.jpg,6.03,river
156439445@N0344129782375.jpg,6.12,river
116113726@N0533065954190.jpg,6.53,river
collins_family35978180553.jpg,5.92,river
144418880@N0539132622012.jpg,6.36,river
98844125@N0438104176716.jpg,6.08,river
brianmcgregor32430057407.jpg,7.04,river
peterbeagan34179723562.jpg,6.72,river
viktoriap16733277959.jpg,6.96,river
afoort43250078514.jpg,6.11,river
phils-pixels12785038144.jpg,6.49,river
140896887@N0239921560314.jpg,5.96,river
135037635@N0326048856242.jpg,6.39,river
ralfmooss28920882567.jpg,5.77,river
igork5423084718045.jpg,6.89,river
131831611@N0716426219843.jpg,5.91,river
kiltrochileno40706325951.jpg,5.46,river
photo-g-images33632739808.jpg,6.52,river
148586375@N0433113703442.jpg,6.86,river
96560671@N0824245204826.jpg,6.22,river
applica12720288213.jpg,6.54,river
epe3x37661221151.jpg,6.54,river
hsw_photography41014133791.jpg,6.9,river
37195641@N0344010842415.jpg,6.1,river
davetrono28415673305.jpg,7.13,river
69753525@N0343673193351.jpg,7.15,river
79003050@N0528561919938.jpg,6.13,river
64740531@N0640960383370.jpg,5.46,river
aquila5939669180301.jpg,6.76,river
shawn_white37846829112.jpg,6.5,river
7558695@N0527834583809.jpg,5.83,river
uploadme29600372538.jpg,5.77,river
75474112@N0440201424901.jpg,6.23,river
jelena135450268136.jpg,5.75,river
vtamarit9035407721335.jpg,6.33,river
10687551@N0214847774076.jpg,6.33,river
vlahos200333424392474.jpg,6.67,river
leadin40387820410.jpg,6.75,river
144232326@N0834268137152.jpg,5.58,river
